Chapter,QuestionID,AnswerNumber,QuestionText,AnswerText,CorrectFlag
17b,22030,4,"Il certificato d'approvazione ADR (cosiddetto ""barrato rosa"") per le unità di trasporto del tipo ""EX/II"" o ""EX/III"" trasportanti merci pericolose della classe 1 ...",Ha validità 3 anni dalla data di rilascio,F
17b,22030,5,"Il certificato d'approvazione ADR (cosiddetto ""barrato rosa"") per le unità di trasporto del tipo ""EX/II"" o ""EX/III"" trasportanti merci pericolose della classe 1 ...","Contiene le date di scadenza delle prove periodiche della cisterna, le materie trasportabili e la sua validità",F
17b,22030,6,"Il certificato d'approvazione ADR (cosiddetto ""barrato rosa"") per le unità di trasporto del tipo ""EX/II"" o ""EX/III"" trasportanti merci pericolose della classe 1 ...",Autorizza il veicolo al trasporto delle materie di classe 1,V
17b,22030,7,"Il certificato d'approvazione ADR (cosiddetto ""barrato rosa"") per le unità di trasporto del tipo ""EX/II"" o ""EX/III"" trasportanti merci pericolose della classe 1 ...",Autorizza al trasporto internazionale anche materie pericolose in cisterna di altre classi,F
17b,22030,8,"Il certificato d'approvazione ADR (cosiddetto ""barrato rosa"") per le unità di trasporto del tipo ""EX/II"" o ""EX/III"" trasportanti merci pericolose della classe 1 ...",Viene rilasciato dall'organismo competente del paese d'immatricolazione del veicolo e ha validità 1 anno dalla data di rilascio,V
17b,22031,1,"Il certificato d'approvazione ADR (cosiddetto ""barrato rosa"") per i veicoli trasportanti merci pericolose",È un documento attestante che il veicolo soddisfa le norme ADR per trasportare determinate merci pericolose della classe 1,V
17b,22031,2,"Il certificato d'approvazione ADR (cosiddetto ""barrato rosa"") per i veicoli trasportanti merci pericolose","Deve essere rilasciato a tutti i veicoli adibiti al trasporto di colli, qualunque siano le classi trasportate",F
17b,22031,3,"Il certificato d'approvazione ADR (cosiddetto ""barrato rosa"") per i veicoli trasportanti merci pericolose",Può essere rilasciato a determinati veicoli adibiti al trasporto di colli della classe 1,V
17b,22031,4,"Il certificato d'approvazione ADR (cosiddetto ""barrato rosa"") per i veicoli trasportanti merci pericolose",Può essere rilasciato solo dall'Autorità competente,V
17b,22031,5,"Il certificato d'approvazione ADR (cosiddetto ""barrato rosa"") per i veicoli trasportanti merci pericolose",Deve essere rilasciato ai veicoli adibiti al trasporto di colli delle classi 2-3-4.1-4.2-4.3-5.1-6.1-8-9,F
17b,22031,6,"Il certificato d'approvazione ADR (cosiddetto ""barrato rosa"") per i veicoli trasportanti merci pericolose","Deve essere rilasciato ai veicoli porta-container se trasportano container carichi di colli di tutte le classi, esclusa la classe 1",F
17b,22032,1,"Il certificato d'approvazione ADR (cosiddetto ""barrato rosa"") per i veicoli trasportanti merci pericolose della classe 1:","Contiene il numero di targa (o del telaio), il nome del proprietario  e la scadenza di validità",V
17b,22032,2,"Il certificato d'approvazione ADR (cosiddetto ""barrato rosa"") per i veicoli trasportanti merci pericolose della classe 1:",Ha validità un anno solare dalla data di rilascio,V
17b,22032,3,"Il certificato d'approvazione ADR (cosiddetto ""barrato rosa"") per i veicoli trasportanti merci pericolose della classe 1:",Ha validità 3 anni dalla data di rilascio,F
17b,22032,4,"Il certificato d'approvazione ADR (cosiddetto ""barrato rosa"") per i veicoli trasportanti merci pericolose della classe 1:",Ha validità 6 mesi dalla data di rilascio,F
17b,22032,5,"Il certificato d'approvazione ADR (cosiddetto ""barrato rosa"") per i veicoli trasportanti merci pericolose della classe 1:",Attesta che i veicoli EX/II ed EX/III sono conformi alle norme ADR,V
17b,22032,6,"Il certificato d'approvazione ADR (cosiddetto ""barrato rosa"") per i veicoli trasportanti merci pericolose della classe 1:",Autorizza al trasporto internazionale anche materie pericolose non elencate purché appartenenti alla stessa classe,F
17b,22033,1,"Il certificato d'approvazione ADR (cosiddetto ""barrato rosa"") per i veicoli trasportanti merci pericolose della classe 1:",È un foglio con una barra rosa diagonale,V
17b,22033,2,"Il certificato d'approvazione ADR (cosiddetto ""barrato rosa"") per i veicoli trasportanti merci pericolose della classe 1:",Viene rilasciato dall'autorità competente del Paese di immatricolazione dell'unità di trasporto,V
17b,22033,3,"Il certificato d'approvazione ADR (cosiddetto ""barrato rosa"") per i veicoli trasportanti merci pericolose della classe 1:",È obbligatorio per i trasporti nazionali e internazionali,V
17b,22033,4,"Il certificato d'approvazione ADR (cosiddetto ""barrato rosa"") per i veicoli trasportanti merci pericolose della classe 1:","Contiene i dati della carrozzeria, il tipo di furgonatura e gli equipaggiamenti per l'ammarraggio",F
17b,22033,5,"Il certificato d'approvazione ADR (cosiddetto ""barrato rosa"") per i veicoli trasportanti merci pericolose della classe 1:",Deve essere rilasciato soltanto per i trasporti nazionali,F
17b,22033,6,"Il certificato d'approvazione ADR (cosiddetto ""barrato rosa"") per i veicoli trasportanti merci pericolose della classe 1:",Deve essere redatto solo nella lingua italiana,F
17b,22034,1,Quali comportamenti/precauzioni deve adottare un conducente al carico?,"Innanzi tutto provvedere al controllo e, se necessario ad una pulizia minuziosa della superficie del compartimento di carico",V
17b,22034,2,Quali comportamenti/precauzioni deve adottare un conducente al carico?,"Controllare lo stato dei colli e caricarli soltanto se sono in ottimo stato con le chiusure perfette e muniti di etichettatura, marcature ed iscrizioni",V
17b,22034,3,Quali comportamenti/precauzioni deve adottare un conducente al carico?,"Stivare i colli rispettando eventuali marcature relative al posizionamento (per esempio secondo il marchio di figura 37, cioè con le 2 frecce verso l'alto)",V
17b,22034,4,Quali comportamenti/precauzioni deve adottare un conducente al carico?,"Controllare lo stato dei colli e caricarli anche se privi di etichettatura, ma a patto che siano in ottimo stato e chiusi perfettamente",F
17b,22034,5,Quali comportamenti/precauzioni deve adottare un conducente al carico?,"Accettare al carico anche colli non in perfette condizioni, ma solo dopo averlo comunicato allo speditore ed aver espresso riserve scritte sul documento di trasporto",F
17b,22034,6,Quali comportamenti/precauzioni deve adottare un conducente al carico?,"Non caricare colli racchiusi in sovrimballaggi, per esempio pallets con pellicola di plastica",F
17b,22035,1,Quali comportamenti/precauzioni deve adottare un conducente al carico?,Escludere dal trasporto (non accettare) i colli danneggiati o che presentano perdite (anche se piccole),V
17b,22035,2,Quali comportamenti/precauzioni deve adottare un conducente al carico?,"Movimentare o far movimentare i colli con cautela, senza sottoporli ad urti o sfregamenti, quindi fissarli in modo da impedire ogni movimento",V
17b,22035,3,Quali comportamenti/precauzioni deve adottare un conducente al carico?,"Dovendo illuminare il compartimento di carico, utilizzare l'impianto elettrico del veicolo e/o le lampade portatili a norma ADR",V
17b,22035,4,Quali comportamenti/precauzioni deve adottare un conducente al carico?,Non fissare con funi o altri sistemi i colli che pesano più di 100 kg,F
17b,22035,5,Quali comportamenti/precauzioni deve adottare un conducente al carico?,"In caso di necessità, ovvero di guasto dell'impianto d'illuminazione del compartimento di carico, utilizzare per tempi molto brevi lampade a petrolio controvento",F
17b,22035,6,Quali comportamenti/precauzioni deve adottare un conducente al carico?,"In caso di carico incompleto, posizionare i colli iniziando dalla parete posteriore del compartimento di carico",F
17b,22036,1,Quali operazioni deve assicurare il conducente al carico di colli esplosivi in un veicolo?,Stivare i colli iniziando dalla parete anteriore del compartimento di carico,V
17b,22036,2,Quali operazioni deve assicurare il conducente al carico di colli esplosivi in un veicolo?,"Assicurarsi che il carico non superi la quantità limite prevista per il veicolo di tipo (EX/II, EXIII)",V
17b,22036,3,Quali operazioni deve assicurare il conducente al carico di colli esplosivi in un veicolo?,"A fine carico, assicurarsi che il telone sia ben teso in modo da coprire la zona di carico del veicolo da ogni lato.",V
17b,22036,4,Quali operazioni deve assicurare il conducente al carico di colli esplosivi in un veicolo?,Non fissare il telone se il percorso è inferiore a 50 km,F
17b,22036,5,Quali operazioni deve assicurare il conducente al carico di colli esplosivi in un veicolo?,Escludere dal trasporto (non accettare) i colli costituiti da imballaggi metallici,F
17b,22036,6,Quali operazioni deve assicurare il conducente al carico di colli esplosivi in un veicolo?,Consentire in via eccezionale che il carico non sia coperto con il telone,F
17b,22037,1,Durante il trasporto di esplosivi è obbligatoria la presenza a bordo del veicolo di un agente riconosciuto?,Si se lo prevede il regolamento nazionale,V
17b,22037,2,Durante il trasporto di esplosivi è obbligatoria la presenza a bordo del veicolo di un agente riconosciuto?,Si eccetto quando sono trasportati con furgoni frigoriferi,F
17b,22037,3,Durante il trasporto di esplosivi è obbligatoria la presenza a bordo del veicolo di un agente riconosciuto?,Soltanto per le materie esplosive trasportate con veicoli della tipologia EX/II,F
17b,22037,4,Durante il trasporto di esplosivi è obbligatoria la presenza a bordo del veicolo di un agente riconosciuto?,Soltanto per le materie esplosive trasportate con veicoli della tipologia EX/III,F
17b,22037,5,Durante il trasporto di esplosivi è obbligatoria la presenza a bordo del veicolo di un agente riconosciuto?,Solo se lo speditore ed il destinatario della merce lo richiedono,F
17b,22037,6,Durante il trasporto di esplosivi è obbligatoria la presenza a bordo del veicolo di un agente riconosciuto?,Solo in caso di percorsi superiori ai 100 km o alle due ore di viaggio,F
17b,22037,7,Durante il trasporto di esplosivi è obbligatoria la presenza a bordo del veicolo di un agente riconosciuto?,"No, salvo diversa autorizzazione rilasciata dall'autorità competente in materia di sicurezza",V
17b,22038,1,Quali comportamenti/precauzioni deve adottare il conducente durante il trasporto di colli della classe 1?,"In generale, in caso d'interruzione (sosta o stazionamento) del trasporto deve assicurare la sorveglianza dell'unità di trasporto",V
17b,22038,2,Quali comportamenti/precauzioni deve adottare il conducente durante il trasporto di colli della classe 1?,Deve controllare che le porte del compartimento di carico siano chiuse,V
17b,22038,3,Quali comportamenti/precauzioni deve adottare il conducente durante il trasporto di colli della classe 1?,In caso d'incidente deve informare urgentemente le autorità di soccorso,V
17b,22038,4,Quali comportamenti/precauzioni deve adottare il conducente durante il trasporto di colli della classe 1?,Anche durante la guida deve costantemente indossare gli equipaggiamenti di protezione individuale,F
17b,22038,5,Quali comportamenti/precauzioni deve adottare il conducente durante il trasporto di colli della classe 1?,Guidare soltanto nelle ore notturne,F
17b,22038,6,Quali comportamenti/precauzioni deve adottare il conducente durante il trasporto di colli della classe 1?,"Deve assolutamente evitare l'uso del radiotelefono per comunicare notizie relative al trasporto, poiché la telefonata potrebbe provocare innesco al carico",F
17b,22039,1,I veicoli che trasportano materie esplosive possono effettuare soste?,"Sì, per esigenze di servizio",V
17b,22039,2,I veicoli che trasportano materie esplosive possono effettuare soste?,"Sì, per esigenze di servizio e possibilmente lontano da centri abitati",V
17b,22039,3,I veicoli che trasportano materie esplosive possono effettuare soste?,"Sì, ma se l'arresto è assolutamente necessario in prossimità di luoghi pubblici (centri abitati), occorre mantenere una distanza di almeno 50 metri tra i veicoli in stazionamento",V
17b,22039,4,I veicoli che trasportano materie esplosive possono effettuare soste?,"Sì, sempre e ovunque",F
17b,22039,5,I veicoli che trasportano materie esplosive possono effettuare soste?,"Sì, ma solo in autostrada",F
17b,22039,6,I veicoli che trasportano materie esplosive possono effettuare soste?,Mai nel modo più assoluto,F
17b,22039,7,I veicoli che trasportano materie esplosive possono effettuare soste?,"Sì, ma per alcuni esplosivi, devono essere rispettate anche le disposizioni previste dal piano della sicurezza (security) predisposto dall'impresa di trasporto per impedire ogni uso improprio delle merci pericolose",V
17b,22039,8,I veicoli che trasportano materie esplosive possono effettuare soste?,"Sì, ma solo se lo prevede il piano di sicurezza (security) del destinatario della merce",F
17b,22040,1,Come deve comportarsi il conducente relativamente alle soste e/o stazionamenti delle unità di trasporto della classe 1?,"Ove richiesto per motivi di sicurezza (security), eventualmente in collaborazione con l'agente riconosciuto, deve assicurare una sorveglianza costante degli esplosivi al fine di evitare atti dolosi (per esempio furto)",V
17b,22040,2,Come deve comportarsi il conducente relativamente alle soste e/o stazionamenti delle unità di trasporto della classe 1?,"Deve effettuare le soste/stazionamenti secondo le regole ADR relative ai luoghi, valide anche per altre merci pericolose, se la massa totale netta di esplosivo trasportato è superiore ai limiti fissati dall'ADR",V
17b,22040,3,Come deve comportarsi il conducente relativamente alle soste e/o stazionamenti delle unità di trasporto della classe 1?,"Salvo indicazioni diverse per motivi di sicurezza, può parcheggiare liberamente (senza osservare le prescrizioni dell'ADR relative ai luoghi), se la massa totale netta di esplosivo trasportato è inferiore ai limiti fissati dall'ADR",V
17b,22040,4,Come deve comportarsi il conducente relativamente alle soste e/o stazionamenti delle unità di trasporto della classe 1?,"Se la massa totale netta di esplosivo trasportato è inferiore ai limiti fissati dall'ADR, deve comunque rispettare le prescrizioni ADR relative ai luoghi di sosta/stazionamento",F
17b,22040,5,Come deve comportarsi il conducente relativamente alle soste e/o stazionamenti delle unità di trasporto della classe 1?,Deve parcheggiare l'unità di trasporto esclusivamente in parcheggi sorvegliati e a pagamento,F
17b,22040,6,Come deve comportarsi il conducente relativamente alle soste e/o stazionamenti delle unità di trasporto della classe 1?,Può non effettuare le soste/stazionamenti secondo le regole ADR se il veicolo ed il compartimento di carico sono muniti di sistemi antifurto,F
17b,22041,1,"Durante il percorso, il conducente di un'unità di trasporto della classe 1:","Se il suo veicolo fa' parte di un convoglio di più veicoli, deve viaggiare mantenendo una distanza di almeno 50 m dal veicolo che lo precede",V
17b,22041,2,"Durante il percorso, il conducente di un'unità di trasporto della classe 1:","Deve intervenire tempestivamente se si manifestano inizi d'incendio sul veicolo (cabina, motore, pneumatici)",V
17b,22041,3,"Durante il percorso, il conducente di un'unità di trasporto della classe 1:",Deve effettuare ispezioni al compartimento di carico per apportare eventuali nuovi ammaraggi nel caso di spostamenti dei colli o intervenire per eliminare inizi di perdite dagli stessi,V
17b,22041,4,"Durante il percorso, il conducente di un'unità di trasporto della classe 1:","Se il suo veicolo fà parte di un convoglio di più veicoli, deve viaggiare mantenendo una distanza di almeno 500 m dal veicolo che lo precede",F
17b,22041,5,"Durante il percorso, il conducente di un'unità di trasporto della classe 1:","Se si manifestano inizi d'incendio sul veicolo (cabina, motore, pneumatici), data la natura della merce, deve abbandonarlo rapidamente per mettersi in salvo",F
17b,22041,6,"Durante il percorso, il conducente di un'unità di trasporto della classe 1:",Deve effettuare ispezioni al compartimento di carico e in caso di spostamenti dei colli interrompere il trasporto e chiedere l'intervento delle forze dell'ordine,F
17b,22041,7,"Durante il percorso, il conducente di un'unità di trasporto della classe 1:","In caso di propagazione dell'incendio al carico (vano di carico), deve abbandonare la lotta contro l'incendio, allontanarsi rapidamente e impedire a tutti di avvicinarsi al veicolo",V
17b,22041,8,"Durante il percorso, il conducente di un'unità di trasporto della classe 1:","In caso di propagazione dell'incendio al carico (vano di carico), deve comunque proseguire la lotta contro il fuoco per evitare catastrofi",F
17b,22042,1,"Come bisogna comportarsi in caso di rovesciamento di un collo contenente materiale della classe 1, con fuori uscita di materia esplosiva?",Fermarsi subito ed informare i servizi di emergenza,V
17b,22042,2,"Come bisogna comportarsi in caso di rovesciamento di un collo contenente materiale della classe 1, con fuori uscita di materia esplosiva?","Se le materie cadono sulla strada, interrompere il traffico (delimitare la zona), impedire l'avvicinarsi di curiosi e avvisare immediatamente gli organi di soccorso",V
17b,22042,3,"Come bisogna comportarsi in caso di rovesciamento di un collo contenente materiale della classe 1, con fuori uscita di materia esplosiva?",Evitare ogni sorgente di accensione: in particolare non fumare e non attivare alcuna apparecchiatura elettrica,V
17b,22042,4,"Come bisogna comportarsi in caso di rovesciamento di un collo contenente materiale della classe 1, con fuori uscita di materia esplosiva?",Raccogliere il prodotto e gettarlo in un fosso,F
17b,22042,5,"Come bisogna comportarsi in caso di rovesciamento di un collo contenente materiale della classe 1, con fuori uscita di materia esplosiva?",Non delimitare la zona per non creare inutili allarmismi e procedere con disinvoltura nelle operazioni di recupero,F
17b,22042,6,"Come bisogna comportarsi in caso di rovesciamento di un collo contenente materiale della classe 1, con fuori uscita di materia esplosiva?","Avvisare il destinatario del ritardo accumulato, senza informarlo dell'incidente",F
17b,22043,1,Quando il conducente deve togliere dal veicolo o mascherare le segnalazioni (placche - grandi etichette di 25 cm di lato) e pannelli di segnalazione arancio senza numeri)?,Durante il trasporto di imballaggi vuoti puliti o bonificati,V
17b,22043,2,Quando il conducente deve togliere dal veicolo o mascherare le segnalazioni (placche - grandi etichette di 25 cm di lato) e pannelli di segnalazione arancio senza numeri)?,Quando il veicolo è completamente vuoto,V
17b,22043,3,Quando il conducente deve togliere dal veicolo o mascherare le segnalazioni (placche - grandi etichette di 25 cm di lato) e pannelli di segnalazione arancio senza numeri)?,"Dopo aver scaricato l'ultimo collo etichettato con una etichetta di figure n. 1, n. 2, n. 3 e n. 4",V
17b,22043,4,Quando il conducente deve togliere dal veicolo o mascherare le segnalazioni (placche - grandi etichette di 25 cm di lato) e pannelli di segnalazione arancio senza numeri)?,Durante il trasporto di imballaggi vuoti non puliti,F
17b,22043,5,Quando il conducente deve togliere dal veicolo o mascherare le segnalazioni (placche - grandi etichette di 25 cm di lato) e pannelli di segnalazione arancio senza numeri)?,Durante il trasporto di materie esplosive presentanti pericoli secondari,F
17b,22043,6,Quando il conducente deve togliere dal veicolo o mascherare le segnalazioni (placche - grandi etichette di 25 cm di lato) e pannelli di segnalazione arancio senza numeri)?,Quando altre materie pericolose in colli sono caricate in comune,F
17b,22044,1,"Durante i controlli relativi ai trasporti di merci pericolose con veicoli tipo EX/II o EX/III, quali tra le seguenti sono considerate infrazioni gravi, perché possono pregiudicare la sicurezza?",Veicoli che presentano fughe di materie pericolose dovute a mancanza di tenuta del vano di carico o degli imballaggi,V
17b,22044,2,"Durante i controlli relativi ai trasporti di merci pericolose con veicoli tipo EX/II o EX/III, quali tra le seguenti sono considerate infrazioni gravi, perché possono pregiudicare la sicurezza?",Veicoli sprovvisti o carenti di pannelli di segnalazione arancio o di placche (grandi etichette di 25 cm di lato) oppure provvisti di pannelli o placche non regolamentari,V
17b,22044,3,"Durante i controlli relativi ai trasporti di merci pericolose con veicoli tipo EX/II o EX/III, quali tra le seguenti sono considerate infrazioni gravi, perché possono pregiudicare la sicurezza?",Il carico del veicolo oltre le quantità massime consentite,V
17b,22044,4,"Durante i controlli relativi ai trasporti di merci pericolose con veicoli tipo EX/II o EX/III, quali tra le seguenti sono considerate infrazioni gravi, perché possono pregiudicare la sicurezza?",La mancata sostituzione del filtro del gasolio del motore,F
17b,22044,5,"Durante i controlli relativi ai trasporti di merci pericolose con veicoli tipo EX/II o EX/III, quali tra le seguenti sono considerate infrazioni gravi, perché possono pregiudicare la sicurezza?",Veicoli sprovvisti di catadiottri laterali,F
17b,22044,6,"Durante i controlli relativi ai trasporti di merci pericolose con veicoli tipo EX/II o EX/III, quali tra le seguenti sono considerate infrazioni gravi, perché possono pregiudicare la sicurezza?",Veicoli con carrozzeria presentante tracce di ruggine,F
17b,22045,1,Il certificato di formazione professionale ADR specializzazione esplosivi è obbligatorio (eccetto i trasporti sotto i limiti di esenzione in 1.1.3.6. ADR):,"Per quanto riguarda i pesi e dimensioni, per tutti i veicoli qualunque sia il loro peso massimo ammissibile (peso totale a carico)",V
17b,22045,2,Il certificato di formazione professionale ADR specializzazione esplosivi è obbligatorio (eccetto i trasporti sotto i limiti di esenzione in 1.1.3.6. ADR):,"Per quanto riguarda le materie trasportate, per tutti i veicoli trasportanti materie esplosive appartenenti a qualunque divisione",V
17b,22045,3,Il certificato di formazione professionale ADR specializzazione esplosivi è obbligatorio (eccetto i trasporti sotto i limiti di esenzione in 1.1.3.6. ADR):,"Per tutti i veicoli trasportanti materie appartenenti alla classe 1, qualunque sia il loro peso massimo ammissibile (peso totale a carico)",V
17b,22045,4,Il certificato di formazione professionale ADR specializzazione esplosivi è obbligatorio (eccetto i trasporti sotto i limiti di esenzione in 1.1.3.6. ADR):,"Per quanto riguarda i pesi e dimensioni, solo per i veicoli aventi peso massimo ammissibile (peso totale a carico) superiore a 3,5 t",F
17b,22045,5,Il certificato di formazione professionale ADR specializzazione esplosivi è obbligatorio (eccetto i trasporti sotto i limiti di esenzione in 1.1.3.6. ADR):,"Per quanto riguarda le materie trasportate, solo per i veicoli trasportanti materie esplosive appartenenti alle divisioni 1.1 - 1.2",F
17b,22045,6,Il certificato di formazione professionale ADR specializzazione esplosivi è obbligatorio (eccetto i trasporti sotto i limiti di esenzione in 1.1.3.6. ADR):,"Solo per i veicoli trasportanti materie appartenenti ai gruppi di compatibilità da A) ad F), aventi peso massimo ammissibile (peso totale a carico) inferiore a 3,5 t",F
17b,22046,1,Cosa s'intende per MEMU?,Unità mobile di fabbricazione di esplosivi,V
17b,22046,2,Cosa s'intende per MEMU?,Un veicolo per il trasporto di merci non pericolose che durate il viaggio diventano pericolose,F
17b,22046,3,Cosa s'intende per MEMU?,"Per esempio, un veicolo attrezzato per il trasporto di alcune merci pericolose che vengono usate per la fabbricazione di esplosivi direttamente sul luogo di impiego (per esempio in una cava)",V
17b,22046,4,Cosa s'intende per MEMU?,Un tipo speciale di imballaggio per il trasporto stradale di materie esplosive,F
17b,22046,5,Cosa s'intende per MEMU?,Una unità composta da recipienti per il trasporto di merci pericolose e di equipaggiamenti per la fabbricazione di esplosivi direttamente sul luogo di impiego.,V
17b,22046,6,Cosa s'intende per MEMU?,Un veicolo attrezzato con compartimenti separati per diversi tipi di esplosivi incompatibili tra loro,F
17b,22047,1,Quali condizioni richiede l'ADR per la circolazione delle MEMU?,Devono essere segnalate ed etichettate come per le altre unità di trasporto in funzione delle merci pericolose che trasportano,V
17b,22047,2,Quali condizioni richiede l'ADR per la circolazione delle MEMU?,Devono essere segnalate solo con le etichette della figura n. 1,F
17b,22047,3,Quali condizioni richiede l'ADR per la circolazione delle MEMU?,Possono essere guidate solo da conducenti in possesso di un CFP con specializzazione MEMU,F
17b,22047,4,Quali condizioni richiede l'ADR per la circolazione delle MEMU?,Il conducente di una MEMU deve essere in possesso del CFP con le specializzazioni richieste dall'ADR per le merci pericolose che devono essere trasportate.,V
17b,22047,5,Quali condizioni richiede l'ADR per la circolazione delle MEMU?,Per le MEMU non sono necessarie segnalazioni di pericolo,F
17b,22047,6,Quali condizioni richiede l'ADR per la circolazione delle MEMU?,"Il conducente di una MEMU deve essere in possesso di CFP base con tutte le specializzazioni: esplosivi, cisterne e radioattivi",F
18,,1,"Secondo l'ADR, cosa si intende per materiale radioattivo?","Un materiale avente attività specifica superiore ad un determinato valore, diverso per ogni radionuclide",V
18,,2,"Secondo l'ADR, cosa si intende per materiale radioattivo?","Un materiale avente attività totale, per singola spedizione, superiore ad un determinato valore, diverso per ogni radionuclide",V
18,,3,"Secondo l'ADR, cosa si intende per materiale radioattivo?",Un materiale usato per costruire gli apparecchi radio,F
18,,4,"Secondo l'ADR, cosa si intende per materiale radioattivo?",Un materiale con una radioattività superiore a 1.000 kg/m³,F
18,,5,"Secondo l'ADR, cosa si intende per materiale radioattivo?",Un materiale con peso specifico maggiore di 10 g/cm³,F
18,30002,1,Che cosa è la radioattività?,La proprietà di certe materie di trasformarsi emettendo radiazioni,V
18,30002,2,Che cosa è la radioattività?,Una sostanza che si trasforma spontaneamente in un'altra sostanza,V
18,30002,3,Che cosa è la radioattività?,La capacità di certe sostanze di emettere particelle,V
18,30002,4,Che cosa è la radioattività?,Il calore emanato da un materiale,F
18,30002,5,Che cosa è la radioattività?,La luce di un'apparecchiatura per radiografia,F
18,30002,6,Che cosa è la radioattività?,La potenza di una sorgente di radio,F
18,30003,1,Che cosa è l'attività di una sorgente?,Il numero delle disintegrazioni radioattive per secondo,V
18,30003,2,Che cosa è l'attività di una sorgente?,La quantità di radiazione emessa da una sorgente radioattiva nell'unità di tempo,V
18,30003,3,Che cosa è l'attività di una sorgente?,La grandezza che definisce la quantità di una sorgente di radiazioni,V
18,30003,4,Che cosa è l'attività di una sorgente?,Le dimensioni di una sorgente radioattiva,F
18,30003,5,Che cosa è l'attività di una sorgente?,La mezza vita radioattiva di una materia radioattiva,F
18,30003,6,Che cosa è l'attività di una sorgente?,Il peso di una sorgente radioattiva,F
18,30004,1,Come è possibile riconoscere la presenza di radiazioni ionizzanti?,Con i dosimetri a film,V
18,30004,2,Come è possibile riconoscere la presenza di radiazioni ionizzanti?,Con strumenti di misura specifici,V
18,30004,3,Come è possibile riconoscere la presenza di radiazioni ionizzanti?,Dal rumore fatto dalle radiazioni che sbattono contro la superficie interna dell'imballaggio,F
18,30004,4,Come è possibile riconoscere la presenza di radiazioni ionizzanti?,Con occhiali speciali,F
18,30004,5,Come è possibile riconoscere la presenza di radiazioni ionizzanti?,Dal forte odore della sorgente radioattiva,F
18,30004,6,Come è possibile riconoscere la presenza di radiazioni ionizzanti?,Dalla luce emessa dalla sorgente radioattiva,F
18,30005,1,Che significa tempo di dimezzamento (vita media) di una materia radioattiva?,Il tempo dopo il quale la radioattività della materia si è ridotta della metà,V
18,30005,2,Che significa tempo di dimezzamento (vita media) di una materia radioattiva?,Il tempo dopo il quale un collo che contiene una materia radioattiva pesa la metà del suo peso originario,F
18,30005,3,Che significa tempo di dimezzamento (vita media) di una materia radioattiva?,Il tempo dopo il quale una materia radioattiva non è più pericolosa,F
18,30005,4,Che significa tempo di dimezzamento (vita media) di una materia radioattiva?,Il tempo dopo il quale una materia radioattiva si rompe in due pezzi,F
18,30006,1,Cosa è la dose?,"Per esempio, la quantità di radiazioni assorbite dal corpo umano",V
18,30006,2,Cosa è la dose?,"Per esempio, la quantità d'energia assorbita dal corpo umano a causa delle radiazioni",V
18,30006,3,Cosa è la dose?,La quantità di materia che si trasporta in un collo radioattivo,F
18,30006,4,Cosa è la dose?,L'unità di misura delle radiazioni,F
18,30006,5,Cosa è la dose?,Una particella con carica elettrica positiva,F
18,30007,1,Cosa è la dose equivalente?,La radiazione emessa da una sorgente radioattiva,F
18,30007,2,Cosa è la dose equivalente?,La dose assorbita in un certo organo che tiene conto del tipo di radiazione,V
18,30007,3,Cosa è la dose equivalente?,L'energia assorbita da un certo organo del corpo umano che dipende dal tipo di radiazione,V
18,30007,4,Cosa è la dose equivalente?,Il peso dell'imballaggio che contiene la sorgente radioattiva,F
18,30007,5,Cosa è la dose equivalente?,L'attività della materia radioattiva,F
18,30007,6,Cosa è la dose equivalente?,L'indice di trasporto della materia radioattiva,F
18,30008,1,Come si può conoscere la quantità di radiazioni assorbite dal corpo umano?,Misurando la dose assorbita,V
18,30008,2,Come si può conoscere la quantità di radiazioni assorbite dal corpo umano?,Con la lettura dei dosimetri a film,V
18,30008,3,Come si può conoscere la quantità di radiazioni assorbite dal corpo umano?,Con la misura della radiotossicità,F
18,30008,4,Come si può conoscere la quantità di radiazioni assorbite dal corpo umano?,Conoscendo il peso della sorgente radioattiva,F
18,30008,5,Come si può conoscere la quantità di radiazioni assorbite dal corpo umano?,Con la misura del tempo di dimezzamento,F
18,30009,1,Quale tra le seguenti situazioni determina una contaminazione radioattiva?,La presenza di sostanze radioattive su una superficie,V
18,30009,2,Quale tra le seguenti situazioni determina una contaminazione radioattiva?,La dispersione di sostanze radioattive nell'aria,V
18,30009,3,Quale tra le seguenti situazioni determina una contaminazione radioattiva?,La dispersione di sostanze radioattive nell'acqua,V
18,30009,4,Quale tra le seguenti situazioni determina una contaminazione radioattiva?,L'incendio di una cisterna con liquido infiammabile,F
18,30009,5,Quale tra le seguenti situazioni determina una contaminazione radioattiva?,La presenza di sostanze infettive nell'aria,F
18,30009,6,Quale tra le seguenti situazioni determina una contaminazione radioattiva?,La presenza di sostanze tossiche nell'aria,F
18,30010,1,Cos'è il contenuto radioattivo di un imballaggio?,La sorgente radioattiva contenuta nell'imballaggio,V
18,30010,2,Cos'è il contenuto radioattivo di un imballaggio?,"Qualsiasi solido, liquido, gas contaminato che si trova nell'imballaggio",V
18,30010,3,Cos'è il contenuto radioattivo di un imballaggio?,Ogni materia radioattiva che per essere trasportata ha bisogno di un appropriato imballaggio,V
18,30010,4,Cos'è il contenuto radioattivo di un imballaggio?,I componenti interni di un apparecchio radio,F
